,Age,Income,SpendingScore,Savings
0,58,77769,0.7913287771988531,6559.829923004832
1,59,81799,0.7910820467274178,5417.661426197439
2,62,74751,0.7026569520102857,9258.992965034067
3,59,74373,0.7656795619984281,7346.334503537976
4,87,17760,0.3487775484305074,16869.507130301474
5,29,131578,0.847034102512837,3535.5143522162816
6,54,76500,0.7851978501165687,6878.884248553975
7,87,42592,0.3552896820382759,18086.287157859304
8,83,34384,0.3247186821733416,14783.3790857945
9,84,27693,0.3670629731870412,17879.558905551898
10,85,111389,0.0367953622110323,16009.237762922365
11,36,99780,0.2654326074020303,16398.40133318453
12,30,99949,0.3446792235097859,13621.63972633141
13,31,107963,0.2905086327499087,13407.081391032512
14,61,71933,0.8441067966472876,8022.208541100705
15,92,122879,0.0607240352184939,13709.670274517475
16,55,71621,0.753342683616619,7780.589913955976
17,87,31481,0.317423970601333,16180.68808203422
18,82,33636,0.3717829785401914,17866.83359752812
19,88,120678,0.0632728512966028,14264.473846639945
20,30,101073,0.3143871202044516,14324.555977118507
21,84,122696,0.0821868319247355,13809.734086698068
22,53,76667,0.7600576501232099,5168.225474983632
23,91,22672,0.2710645345158168,15407.646761130874
24,89,119697,0.0916792017028315,16215.399076555512
25,30,122788,0.8728724057273831,5706.149573297764
26,17,134966,0.9072421746334024,4128.044795832437
27,55,78761,0.8271741985123882,8376.74947779104
28,90,37503,0.3577883144645876,17258.57497274541
29,61,76955,0.777117564607447,7467.0367023144945
30,59,65700,0.8114711740198254,6932.487932327357
31,59,69738,0.742112121715572,7151.650866065036
32,88,17851,0.2898659849627828,17472.470686173863
33,56,63866,0.7618879582513512,7762.255066659052
34,33,101058,0.3150815497840024,14911.868398206978
35,61,74117,0.7702140596767938,5103.609230428381
36,84,20704,0.3794963151514172,16816.911895743782
37,61,63846,0.8278622414878984,7283.504772674617
38,39,100540,0.3849229829012918,16741.013894847743
39,31,111449,0.2941062030828216,13929.62155143948
40,60,70012,0.7944610508231513,7263.242447729872
41,87,23042,0.3663120107544869,18149.035872923057
42,20,129142,0.8870519941988757,5603.121027746489
43,57,75332,0.7215024376129366,6845.056822204781
44,61,73245,0.811160373170345,7413.784487271214
45,18,130813,0.890891247267583,5256.434559627984
46,83,119429,0.0421548010785584,15607.561541234569
47,25,138021,0.944017175810026,3005.577482475175
48,31,101481,0.2702350511848681,15226.614133627569
49,55,74356,0.7998269700906482,6484.630737953293
50,84,18244,0.2926633744644019,17815.348406878897
51,36,98137,0.297401293159654,15978.332837131276
52,27,121468,0.9206489879585448,5011.112062373317
53,91,24370,0.2963285713632805,16141.048981383728
54,53,62117,0.7331388477995737,7500.452413594261
55,91,26917,0.3767135304583465,17986.618644605885
56,25,101503,0.2884688560740983,15026.262148820157
57,83,28727,0.3082630418510537,18205.33626089001
58,87,23322,0.3068211973464496,16131.267659393412
59,90,33188,0.2488100687902313,15866.913937696345
60,83,33170,0.2410777442746463,16620.010473689304
61,83,23206,0.3212403632065312,16870.672003783384
62,83,30721,0.3311418077630257,17705.99238527814
63,61,69001,0.8216687745413516,5074.12121172259
64,64,60493,0.7680563479442216,7708.112609459161
65,62,69741,0.8462196017575947,5781.658046536959
66,91,25886,0.3017537675837046,17266.045729118025
67,28,123153,0.9842407862639496,3697.51364538533
68,23,126500,0.8650328592458483,3270.1504344070872
69,55,71056,0.7565897119333272,7464.163256732262
70,58,74340,0.7351650452097145,7259.540921675671
71,31,110882,0.3252806065281125,14004.61374291491
72,83,34529,0.3172075114569807,16517.208746949746
73,91,36991,0.2685979050949867,19047.77233878285
74,30,107302,0.2396771776819925,13993.24401848172
75,57,79470,0.7734352958312237,6773.04908977712
76,33,98033,0.3095111158545869,15774.690605560643
77,59,72588,0.8017156979122673,6300.8437570950255
78,58,77101,0.7667195837506832,8148.49184821177
79,29,122264,0.8985788437238403,2494.55627432471
80,59,74576,0.7812961239072382,10547.775367695343
81,84,114406,0.1238383746409725,16840.570583774286
82,64,88361,0.7745562258521365,7240.759687480846
83,87,26045,0.3752921226023747,15903.558359374923
84,88,33303,0.3997156855452149,15232.598068845287
85,35,104678,0.3279928581002429,15422.055799721802
86,34,104284,0.3445454117798671,13541.801770810564
87,58,70798,0.7535283874245788,5330.73989989779
88,56,86484,0.7321233689266612,8777.496176839057
89,63,85761,0.8005979105724924,7175.090218501248
90,58,70259,0.7697129169369328,7101.674514204499
91,60,79969,0.812104912914789,4879.334872972362
92,24,136644,0.8716976842508705,1617.2257000775644
93,94,28352,0.3768757353168557,16798.886114738052
94,58,69879,0.7209986871945887,6669.033518051874
95,25,130934,0.9137660194970426,3942.389134492165
96,36,101811,0.3406667947415742,15048.89961242685
97,62,73480,0.7391949797931453,6277.675150528886
98,66,72571,0.8115483367376335,6509.411506109981
99,37,110595,0.2866485050019983,15235.445457133226
100,27,106758,0.2662947092346973,14942.560723173168
101,24,130974,0.9118386021444842,4420.0727101369375
102,31,116247,0.2943151380482853,16178.204715186295
103,23,120226,0.8819129663041946,4698.294710949844
104,34,98752,0.3720337099315751,14975.384238944334
105,88,28802,0.4083878319987072,16293.038332542192
106,89,24520,0.4438327068456706,13556.9358834699
107,32,110439,0.3069901582742725,13873.50756985278
108,38,115146,0.3144900731288347,14798.868153501797
109,57,76594,0.7906578552491133,6584.654681310476
110,90,33259,0.377571058498228,15315.028503741696
111,33,99637,0.2282170773869075,15139.40314264753
112,66,64866,0.766594189137425,5037.899138583947
113,35,102308,0.2751372175012176,14874.557991326978
114,31,104388,0.2864732316476225,14406.561248437842
115,35,101691,0.3491110181825554,14152.671689505803
116,63,72815,0.8200359737627068,5504.385543801038
117,30,108928,0.303863615036657,14339.652917342728
118,22,120525,1.0,5495.165732288548
119,84,29492,0.3336031402694437,17954.09505703969
120,28,97965,0.3134915614599665,14981.402201916082
121,88,26092,0.3128732065230775,17105.79392615357
122,84,42018,0.2979936021899302,16148.370454036614
123,88,34001,0.337569323887528,15530.934134298665
124,35,107131,0.2424731551814768,16200.013010637644
125,82,121642,0.0546531904642098,14177.513323069668
126,64,71692,0.8426521453196145,7002.976554303355
127,91,29082,0.2824885213712914,18794.488169074688
128,62,63596,0.7453271943508174,6142.2016193458685
129,62,62650,0.766572365027147,7533.673609198676
130,34,107255,0.3283430294033383,15130.595225546444
131,60,71436,0.8320590985324969,8557.86012627717
132,32,102035,0.2620703561646911,14209.93280239609
133,65,65736,0.7785687658100923,6387.2196944302905
134,24,127352,0.9054521594192038,2961.716874324024
135,88,28409,0.3056535336752106,17326.175608364214
136,82,126257,0.0780961943994333,15816.101922357922
137,26,126617,0.8770521049168103,2913.368146562765
138,60,70663,0.7153396972946453,7557.937593550947
139,31,107115,0.3280420856997338,15693.499570389358
140,85,34634,0.3690001696241634,16719.815875018445
141,63,80705,0.7626699527314824,5154.330634621805
142,56,84386,0.7849450699605269,7270.41953428175
143,28,121216,0.8569692823607705,5349.065446955783
144,58,75757,0.8097944168848634,7390.577293437033
145,26,127320,0.8250298045601994,5495.642137901323
146,62,71050,0.7353568506694507,6988.19736827388
147,86,128378,0.1260834097584985,13585.778624417357
148,56,68698,0.7162678503859907,7070.967006969191
149,91,30148,0.2773889467565771,15324.287405101715
150,59,67781,0.7225483489421433,6701.527664794541
151,28,111937,0.2537347301209012,13669.110632506934
152,85,28401,0.3694371368158696,15990.49413056604
153,65,66017,0.7861892594159869,6159.662935925753
154,94,20719,0.3364022697976639,16281.832273239006
155,86,115689,0.057842956133581,14803.153273493916
156,30,106350,0.3694162857692796,14863.233588279092
157,62,80093,0.6909167811268888,6756.749072752338
158,85,30794,0.2862292747117071,17096.39150937826
159,59,67988,0.8114707012366371,7255.90311433466
160,30,107926,0.2301607310342209,15520.536309707046
161,83,28497,0.3938023931664612,15510.112981164848
162,66,82526,0.7696800667721441,6205.662650191711
163,31,99457,0.3658064971511748,14580.613477014092
164,88,17388,0.4661894446652393,16698.6210372462
165,28,99611,0.2795578681222758,15345.658121390226
166,85,34802,0.2987969233586417,16450.003270402787
167,64,76364,0.6993887663543108,5772.117135854975
168,33,111813,0.2382437868013801,15901.238967721654
169,62,68279,0.7196850779929922,7028.675510384213
170,89,31096,0.2785878455435617,17736.94259966666
171,61,69698,0.7416839698444291,8777.077471725162
172,29,102028,0.2889604994756899,14634.430692347907
173,56,68463,0.8157116929554062,8995.180087953215
174,92,32915,0.3885749195868542,16694.706839244012
175,62,78413,0.7907090657200839,6961.204192368095
176,60,65054,0.7086131723969877,5417.237293788359
177,85,26355,0.3423406666949811,17971.19363998381
178,88,28585,0.3977396663840212,16725.841854363774
179,94,27771,0.3025032231546656,17303.957194969433
180,62,69391,0.7921059737158539,6518.283467894094
181,64,86283,0.7568019251873561,6852.554866914717
182,29,111426,0.4002811559385194,14352.643773230728
183,27,125008,0.9596454072349518,2963.637708058779
184,31,122924,0.89046022417733,3071.9445761529696
185,87,18459,0.2645499059687874,15637.59765457844
186,32,95536,0.2662460568101488,15420.62564400274
187,63,69849,0.7403870808915297,7670.690965941329
188,58,78635,0.7864400503429185,7162.7390430553605
189,62,67030,0.7467384433463651,6740.765182071713
190,32,101905,0.3074763135926986,17532.16478349903
191,93,20440,0.2975730342292497,17406.074017844054
192,59,71302,0.7020090041734849,6595.726010227134
193,61,71033,0.8380950724014863,9456.876962701135
194,53,74996,0.7387310917031671,7821.447803561914
195,82,32494,0.3273154026360584,16799.44426666245
196,28,123229,0.8733219541371664,610.4462190811464
197,32,106543,0.3107432443044589,14337.288328489092
198,89,20292,0.3121481952107594,16023.4456584523
199,84,27179,0.3474234168306904,15612.6285477669
200,87,24578,0.3761654587506353,17789.247521813828
201,29,103223,0.3388162937437745,16252.88305306563
202,58,83351,0.840697803869219,6673.909711092488
203,29,99161,0.3079200040396055,15631.836772980836
204,55,76057,0.8778279844516369,6132.898204816149
205,25,106772,0.3909047196000217,16353.471790615497
206,60,67491,0.84661848692906,7180.713788260257
207,88,33251,0.3043913649608802,18868.24161249696
208,24,134384,0.8747208244890404,3731.339761444919
209,56,60059,0.7275840223364691,7166.858605155183
210,95,27038,0.3313520070109343,18126.577451151075
211,89,26127,0.3044743722681633,17194.828018777476
212,86,46977,0.2827283910152334,15628.957075805023
213,85,27599,0.2819950483303406,13470.970605037028
214,60,65340,0.7316484923943142,8354.196507802662
215,87,25701,0.3152205738281264,15738.859295516551
216,29,101943,0.3256230614429721,14619.354282159027
217,23,129937,0.8727356634334804,4102.065424707484
218,31,102618,0.2763779214063509,13209.301612848927
219,89,19202,0.3819877440174351,16626.222361477227
220,58,80278,0.823358991009156,6335.97831998802
221,56,67274,0.7798516671891869,6652.391024403152
222,37,107877,0.3346179841546032,17968.55392863446
223,89,33311,0.376146968508639,17093.06995548225
224,29,119366,0.3587713900686116,15012.8530142263
225,23,138443,0.9226565539031124,3297.058843994153
226,34,103428,0.2474244093916155,13791.035761571968
227,64,64331,0.7571277508774099,5815.660096290825
228,63,75078,0.7831591503681397,7468.8510795028
229,85,29204,0.3254914498834959,16918.90346036913
230,62,62747,0.7705945596869115,5852.326242628098
231,59,75505,0.7682786576081454,5006.528691371692
232,92,35877,0.3668917159124752,17287.907016982324
233,67,59243,0.7436599996604758,5446.557472721708
234,58,77559,0.7122963723872477,5742.524488088997
235,58,70272,0.8229596005059499,5290.087044285296
236,38,94775,0.3803902009461493,16867.13082002739
237,57,65608,0.7662313009024402,6904.318224287021
238,31,114833,0.3050696862135815,13953.029721407644
239,36,96336,0.2880975671929816,15286.769335194169
240,25,131009,0.8640569016468125,4792.426581212785
241,66,71672,0.7538892176112998,7387.835437850722
242,64,78801,0.7403674891662984,6420.944071200261
243,59,69460,0.7527238381125997,6101.372146632122
244,90,117668,0.0827227429940155,12554.69274242066
245,68,77648,0.7965446939835457,6190.864082788901
246,35,106588,0.3422142051018276,15648.65667046098
247,84,27544,0.2309337663207005,18207.36169648481
248,24,134389,0.9388521378701832,4573.60634580409
249,29,142000,0.9400873084125808,5349.821181717665
250,28,129019,0.9308319590820414,3016.8206434862623
251,81,34425,0.272609779232364,16262.623790655764
252,57,74014,0.787378081122989,5783.846928267083
253,37,107958,0.346669076543185,13641.009538079368
254,91,16950,0.32300404344763,17172.609400509067
255,82,24221,0.4735496605323542,16251.75944521267
256,36,100158,0.316060414098024,13832.37937073453
257,31,112943,0.341239503307387,14297.702229457282
258,61,71171,0.7210804930623951,6457.790641224787
259,64,76410,0.7756041848937439,6135.308197117818
260,83,117943,0.0772132400334304,15391.952192206512
261,63,56875,0.7622805817657738,7837.233619544163
262,55,73895,0.7471254610291731,5563.906948891499
263,86,35998,0.3216356471662456,20000.0
264,57,76573,0.8405990704520518,6225.376082433229
265,94,27169,0.3141730453838618,15061.77621514237
266,37,108635,0.2864957031483905,14558.054542315444
267,26,131827,0.8807194909406801,4352.699304837541
268,57,69655,0.6748906779058501,5889.831167170132
269,37,106664,0.2775867542026021,14479.374117495969
270,88,17946,0.2696436303999441,16715.160017840968
271,61,73495,0.7727563051023116,9288.189785744367
272,91,26424,0.3193886529047028,16501.46877669979
273,84,22286,0.3955062459001081,17886.53737311577
274,43,101641,0.3819838041034955,14424.09799559298
275,59,75495,0.7945029052198103,6702.9519263157545
276,90,25733,0.3385629680709827,17631.56888411863
277,88,27169,0.2800595048614143,15260.635546195435
278,59,56321,0.806565925193039,6129.288986032587
279,59,67401,0.7114339697492305,6529.586309935448
280,88,32708,0.3682153159958089,16711.0679804242
281,37,97831,0.3744658274308825,14935.144813058325
282,33,105667,0.2507508056238616,12869.761073905089
283,90,124170,0.0307513143939138,14773.40720559984
284,31,105826,0.2862743235826754,13856.805832195869
285,90,30178,0.2823512821567113,16182.8384364088
286,91,25237,0.3535018242414266,17292.73310384825
287,29,91375,0.2354504258588228,13104.962760687613
288,83,117347,0.1556940923286098,15086.701120471578
289,84,38042,0.3660858718547989,17465.856285855403
290,87,46910,0.3085616998317755,14789.14847617646
291,22,134209,0.8706980046008759,5138.109568643242
292,58,76052,0.7215881830727278,6681.984386377028
293,31,108067,0.2686742663930692,13316.767286164832
294,33,106345,0.3392354218755358,15300.45379012999
295,56,75599,0.7737370986430746,6799.625271842961
296,30,108581,0.3094467811568004,15628.791650531211
297,85,29610,0.3181352453742131,18475.487468080937
298,87,30812,0.3144631516753479,15238.118997598336
299,34,98165,0.1741204938230648,15721.86284266975
300,61,72060,0.8334590233217959,7924.641138154016
301,30,107525,0.2948164301396663,12702.847385049916
302,88,19510,0.3167510258154691,16529.20080632274
303,56,78992,0.8122757021441627,7285.180436851739
304,30,102056,0.2607006223919937,15370.66882713054
305,25,130361,0.9254385568124625,4691.55213906238
306,61,65647,0.717489977384151,7497.231607003855
307,88,26351,0.3041682062164746,14035.91755354235
308,37,97678,0.2574704443875843,15834.113173627364
309,35,117112,0.3047918711384766,15908.035997555322
310,85,21250,0.3104101151420251,16033.971166673777
311,85,118169,0.123196057747337,14855.95102392762
312,88,114767,0.0322075423389263,17833.093470094427
313,59,77978,0.7188952048526104,8316.31110205122
314,90,22288,0.2713268321051207,18434.099152391347
315,33,94964,0.3302325026567214,14018.349867336628
316,62,69326,0.798012338054483,7003.095703317772
317,59,69115,0.75988343384532,5997.690199856996
318,91,36639,0.3261988874784867,16275.703341192586
319,33,100275,0.3630856827120957,13735.43874238108
320,87,12000,0.3429910076112659,16180.26525174153
321,26,97750,0.293408760516068,15823.032361634105
322,88,35051,0.3860515062876168,17593.24679258195
323,24,110564,0.3049430059244968,14967.839625179657
324,91,12038,0.3498032558856572,16464.960504438823
325,86,31994,0.2494769403551006,18210.088099070614
326,36,108004,0.3089229914936124,15813.964573146995
327,87,30178,0.2793159778940049,16123.070750832
328,33,114555,0.2792568364789493,13746.745438440072
329,59,80876,0.6573140731575163,7232.825142650887
330,29,116451,0.3406596106851227,15294.661511529368
331,59,73057,0.8302949092020397,7819.393215767329
332,57,64803,0.7285849289103553,6255.55264105716
333,40,98821,0.279080850187049,15995.160053914662
334,42,106990,0.330065422314764,14856.938997469417
335,89,26940,0.3260051328059917,16555.159377159824
336,93,17672,0.3032923688871533,18516.451810726718
337,17,134734,0.8579216672301577,0.0
338,24,129087,0.8271179432765905,3290.829468618805
339,34,89598,0.3401523810436963,12832.768720823738
340,90,33490,0.4199085281737912,17091.904228934392
341,20,122581,0.8940806156500202,4444.447684252053
342,92,22484,0.3317732623948493,18615.632589788456
343,84,115237,0.0687782098136733,14396.568282311468
344,59,73350,0.6797735912164855,6710.5740183754415
345,61,65914,0.7781022309770123,6406.877130352032
346,67,68663,0.7738336308243648,7451.99401402587
347,82,33610,0.3012532342412973,17755.664940228176
348,94,18937,0.3470950600753079,17739.776098377628
349,28,109075,0.3627619606240113,14082.458238005996
350,36,105567,0.3126388486955741,14355.31094653896
351,91,118794,0.0192120658984376,14047.388986415734
352,34,119877,0.3054369951589357,15634.788286084158
353,77,128596,0.0408240706625097,14503.410786381415
354,63,67370,0.8999405530923943,5985.077029740456
355,35,112878,0.3009135799974076,13755.482301873282
356,21,123678,0.8320252689431032,2838.815820835909
357,86,18812,0.3415457603870515,16157.734142403424
358,56,80431,0.7594315957853627,8150.55743948241
359,83,26882,0.347979632373841,17775.22817123954
360,28,117108,0.857078493256913,4749.879237491619
361,59,82199,0.8035145098215853,5880.814834306346
362,83,18162,0.3013734548863508,16029.46921391427
363,83,30492,0.3016314685914632,15365.858462932552
364,58,80248,0.7249557054919687,7641.16038162423
365,91,29750,0.2884703320713124,19201.119916275755
366,29,110860,0.3194403010352474,16260.42103081417
367,61,68842,0.7544065421993587,4077.6586565080543
368,84,110582,0.0790490322794597,14937.995169685584
369,34,111303,0.345312577109288,14624.318634976556
370,33,108345,0.32541328975821,15646.321717359428
371,55,76831,0.742113734041324,7806.398750466399
372,88,22602,0.3567448288797468,16740.343496726702
373,91,27168,0.3322388165540652,15893.729773516614
374,91,28777,0.3241935550357819,17808.2662415687
375,84,27384,0.3136467169954889,16734.672754073246
376,87,25566,0.3167603729756968,15188.058749407255
377,39,99216,0.2166061433945727,15230.345105300736
378,38,113659,0.3334859873871594,14364.693391418998
379,89,25252,0.3217652209320886,16539.364186086335
380,59,73596,0.8567042188430352,8281.718740320448
381,35,105991,0.3433779781521022,16616.088239618915
382,59,90422,0.8062102206275251,6746.28108382082
383,87,117564,0.1282795957567026,14000.248964992144
384,94,38923,0.3302260180973432,16971.181554867213
385,86,28779,0.336523330181688,16047.268331461928
386,60,70054,0.7143393610830643,6609.918507412547
387,79,38201,0.3697828881534748,16393.395697309446
388,86,36031,0.2401766350783482,16945.326244896307
389,60,65942,0.8005783854654352,5253.265006608644
390,85,28408,0.3580738593579665,15063.335797441836
391,92,33550,0.3685156285793065,17106.32591058189
392,37,108651,0.1923436158292553,15881.242198260685
393,89,34524,0.348118273264174,14051.256515312789
394,67,80914,0.819664259296033,6833.507136694643
395,31,105006,0.3741658782934958,15419.417763123292
396,20,129469,0.9399954311014268,5522.573424346325
397,37,110732,0.3226762482802641,14265.35184049776
398,57,79794,0.82240840085096,5893.975284946178
399,87,30102,0.3903905943444749,16330.081190027213
400,33,92569,0.3360798055671445,13765.685995748696
401,56,73516,0.806499154055182,7696.832373798451
402,67,78702,0.7632736815688779,5030.364838791924
403,58,69247,0.7237211912021976,8715.67957429646
404,89,28160,0.3388488510290433,15607.061781887898
405,34,103204,0.3010873537839331,15149.810421179482
406,25,120957,0.8776734245644572,5590.447216086322
407,44,114642,0.3092049154534187,14067.617788950563
408,68,68944,0.7455674638713768,6828.709702363695
409,31,105036,0.2722279930569666,16465.063521972657
410,58,78611,0.910416682938019,7665.884294519009
411,55,64768,0.7332568512323248,6486.353872691102
412,21,129726,0.9517923119702948,4550.799521687883
413,36,109038,0.3242132027621541,16502.389477657125
414,88,123651,0.0290271402910519,13504.577571797936
415,26,125662,0.9268183658411524,6089.47832250152
416,29,112531,0.3427661743407053,14361.334979176148
417,38,104738,0.4059588503683713,15634.313868027426
418,79,32421,0.3032762059432743,15319.46766227239
419,51,72086,0.7911147257599156,6732.096068632267
420,82,24391,0.276101346355296,17053.03010738692
421,39,100661,0.3766412501689559,16873.128638209408
422,87,15671,0.3507250914944152,14326.601120246103
423,36,109809,0.355660187354229,14978.502144076489
424,57,72055,0.7549723463413129,6544.847498075687
425,61,78837,0.7459489746307642,6811.303235949058
426,86,15695,0.2571749664748936,17366.186263516567
427,86,124372,0.0,15374.465952896948
428,35,108499,0.2612719132713158,16046.08301542436
429,89,22008,0.3819060693389532,16458.398097731257
430,30,96241,0.3773384910014747,15485.156009739389
431,60,74460,0.7545393292392412,7567.647652220367
432,64,62886,0.7480162682831766,8302.588638401632
433,37,106894,0.3432357689892068,14075.217365594552
434,65,74430,0.7517741617758547,7145.251128357927
435,90,24376,0.2812794569155435,15134.994226396466
436,59,67346,0.7251568963089163,8857.849116294088
437,29,106014,0.347945113577731,15038.010746320377
438,58,78078,0.7837795500405715,6483.049643745244
439,88,31366,0.3796208481334848,16079.622699815933
440,63,82343,0.7323186222078123,8090.706739679063
441,92,35484,0.3970636039704499,17324.045112814925
442,17,136255,0.935876103673024,4126.22665140887
443,34,98993,0.3229930887837502,16138.079373431863
444,22,109152,0.3234464163624235,16022.482482363524
445,24,120465,0.9074853865005544,4838.3483502815925
446,36,104285,0.2123600508972585,13347.558779497918
447,34,102291,0.2478622761143138,15819.57760116052
448,87,26665,0.4021456613889217,17376.914743318182
449,85,21652,0.3184561372216806,14175.16988549895
450,61,67372,0.7340673095092516,6618.549336247915
451,27,122671,0.910107112831516,4206.28723870951
452,59,68038,0.8014869916095588,7719.283632687175
453,31,107994,0.2944689389706671,13685.97236173889
454,31,107932,0.3742421881649844,12207.526078087716
455,93,126601,0.0251701694773457,14117.44703707058
456,17,123828,0.9420129076091708,3798.8403998790254
457,35,110106,0.2867692710102035,14924.537223475552
458,28,127699,0.8814245468734898,5490.8149556706885
459,94,23854,0.3144466826182581,16828.410118749016
460,28,100592,0.2595983487762325,15520.355775683653
461,33,116616,0.3209300476959025,15104.49811363824
462,56,65313,0.7546029986455771,5574.243676707098
463,28,94762,0.3035961911057213,15352.521936894913
464,86,27705,0.3293769514872405,17130.85610211788
465,92,22616,0.3228506824321553,17275.661313984565
466,18,123718,0.8065528615489801,4420.445820614172
467,61,72027,0.7623249166772856,6926.123598416466
468,32,117050,0.3113555349689566,14310.546206532164
469,63,70580,0.7665090449070475,7262.108723452132
470,58,70676,0.7640283880376706,7664.415650964042
471,31,101209,0.3043229953712127,16917.571691218804
472,62,73675,0.7966191667425384,4688.657157271711
473,60,63476,0.7519000198498227,7543.542801728055
474,62,67731,0.8191699488980382,5956.555677017446
475,90,29029,0.303758971334624,15592.991530526488
476,33,106757,0.2583961137212551,14431.65279923437
477,33,107100,0.3424354833732075,14895.473479049117
478,65,70430,0.6969942581249643,6971.164886262858
479,59,69408,0.8799059975919311,6491.771149967825
480,65,71229,0.7878897626638453,9024.337460598084
481,86,23400,0.2780355384470266,15215.28126373834
482,32,108417,0.2873708671400807,16696.398659007995
483,84,24105,0.2718090229374729,16524.902538052145
484,84,30481,0.3970228936031003,16837.205964813103
485,90,22782,0.3563068710287742,15924.071707885843
486,91,28165,0.3036929225036061,17460.179350212424
487,26,123005,0.9845261943505972,4371.23473281147
488,92,18724,0.3278623148176303,15341.381109594677
489,97,27271,0.283922895270403,14928.165597390327
490,84,36463,0.3536209572557781,16563.37259114783
491,58,70369,0.9045204855363144,7461.567502649429
492,61,74282,0.6922364738673796,7286.754751068365
493,92,36032,0.3369683066109672,17348.5998812573
494,87,29909,0.3421516318130468,18142.232746738577
495,66,77052,0.7072624347132287,6296.41731122746
496,22,132948,0.8898001728484242,2839.7863574778585
497,91,30756,0.3036980300982536,15492.004711465304
498,30,98030,0.4111117138132285,16316.842905166694
499,25,128625,0.8167389887954251,4914.117127206948
500,28,101206,0.3874406981253432,14936.775388622864
501,93,19934,0.2031402397953781,17969.693768505334
502,90,35297,0.3551490190566364,16091.401954058958
503,91,20681,0.3546791690549572,18401.08844474873
504,89,30267,0.2893100658351509,14386.351879589123
